,ind,salinity
0,497.0,0.0
1,551.0,0.0
2,1003.0,0.0
3,1607.0,0.0
4,4136.0,0.0
5,4652.0,0.0
6,4724.0,0.0
7,5691.0,0.0
8,5773.0,0.0
9,5976.0,0.0
10,7924.0,0.0
11,7936.0,0.0
12,8268.0,0.0
13,8493.0,0.0
14,8812.0,0.0
15,9446.0,0.0
16,9577.0,0.0
17,9727.0,0.0
18,10314.0,0.0
19,10906.0,0.0
20,11628.0,0.0
21,11928.0,0.0
22,12324.0,0.0
23,12357.0,0.0
24,13384.0,0.0
25,14233.0,0.0
26,14987.0,0.0
27,15028.0,0.0
28,15437.0,0.0
29,17066.0,0.0
30,17862.0,0.0
31,17912.0,0.0
32,18097.0,0.0
33,18818.0,0.0
34,19096.0,0.0
35,19137.0,0.0
36,19554.0,0.0
37,20949.0,0.0
38,21109.0,0.0
39,21243.0,0.0
40,22081.0,0.0
41,22311.0,0.0
42,22814.0,0.0
43,23393.0,0.0
44,23966.0,0.0
45,26366.0,0.0
46,27244.0,0.0
47,27316.0,0.0
48,27739.0,0.0
49,29148.0,0.0
50,30308.0,0.0
51,31614.0,0.0
52,32241.0,0.0
53,33856.0,0.0
54,34553.0,0.0
55,34883.0,0.0
56,35633.0,0.0
57,35634.0,0.0
58,36613.0,0.0
59,37513.0,0.0
60,38279.0,0.0
61,38839.0,0.0
62,39229.0,0.0
63,39358.0,0.0
64,40432.0,0.0
65,40587.0,0.0
66,40731.0,0.0
67,40776.0,0.0
68,40814.0,0.0
69,40996.0,0.0
70,41733.0,0.0
71,41768.0,0.0
72,42054.0,0.0
73,42499.0,0.0
74,42739.0,0.0
75,43519.0,0.0
76,43698.0,0.0
77,43749.0,0.0
78,43827.0,0.0
79,44051.0,0.0
80,44156.0,0.0
81,44486.0,0.0
82,44928.0,0.0
