,ind,salinity
0,6.0,0.0
1,29.0,0.0
2,95.0,0.0
3,437.0,0.0
4,663.0,0.0
5,1648.0,0.0
6,3214.0,0.0
7,3359.0,0.0
8,3442.0,0.0
9,3636.0,0.0
10,4080.0,0.0
11,4197.0,0.0
12,4937.0,0.0
13,5559.0,0.0
14,5568.0,0.0
15,6566.0,0.0
16,6906.0,0.0
17,7192.0,0.0
18,7317.0,0.0
19,7671.0,0.0
20,8469.0,0.0
21,8791.0,0.0
22,8946.0,0.0
23,8969.0,0.0
24,9012.0,0.0
25,10082.0,0.0
26,11275.0,0.0
27,11325.0,0.0
28,13175.0,0.0
29,13319.0,0.0
30,14070.0,0.0
31,14240.0,0.0
32,14887.0,0.0
33,15075.0,0.0
34,15964.0,0.0
35,16128.0,0.0
36,16664.0,0.0
37,17036.0,0.0
38,17062.0,0.0
39,17332.0,0.0
40,18076.0,0.0
41,18079.0,0.0
42,19051.0,0.0
43,20261.0,0.0
44,20286.0,0.0
45,20808.0,0.0
46,23135.0,0.0
47,23605.0,0.0
48,23649.0,0.0
49,24341.0,0.0
50,24536.0,0.0
51,25913.0,0.0
52,26616.0,0.0
53,26674.0,0.0
54,26873.0,0.0
55,26932.0,0.0
56,27275.0,0.0
57,27452.0,0.0
58,27745.0,0.0
59,27819.0,0.0
60,28052.0,0.0
61,28222.0,0.0
62,28627.0,0.0
63,28645.0,0.0
64,29429.0,0.0
65,29714.0,0.0
66,29827.0,0.0
67,29837.0,0.0
68,30050.0,0.0
69,30068.0,0.0
70,31128.0,0.0
71,31296.0,0.0
72,31370.0,0.0
73,31648.0,0.0
74,31685.0,0.0
75,32097.0,0.0
76,34677.0,0.0
77,34682.0,0.0
78,34903.0,0.0
79,35027.0,0.0
80,35360.0,0.0
81,35626.0,0.0
82,35635.0,0.0
83,36695.0,0.0
84,37414.0,0.0
85,37448.0,0.0
86,38155.0,0.0
87,38474.0,0.0
88,39871.0,0.0
89,40809.0,0.0
90,41119.0,0.0
91,41918.0,0.0
92,42292.0,0.0
93,42361.0,0.0
94,42819.0,0.0
95,43574.0,0.0
96,43728.0,0.0
97,44441.0,0.0
98,44464.0,0.0
99,44470.0,0.0
