,ind,salinity
0,254.0,0.0
1,396.0,0.0
2,650.0,0.0
3,1455.0,0.0
4,1566.0,0.0
5,1631.0,0.0
6,1712.0,0.0
7,3349.0,0.0
8,3884.0,0.0
9,4322.0,0.0
10,5059.0,0.0
11,5233.0,0.0
12,5366.0,0.0
13,5767.0,0.0
14,5952.0,0.0
15,6057.0,0.0
16,8746.0,0.0
17,9344.0,0.0
18,9430.0,0.0
19,9437.0,0.0
20,10105.0,0.0
21,10443.0,0.0
22,11198.0,0.0
23,11289.0,0.0
24,11635.0,0.0
25,11792.0,0.0
26,12200.0,0.0
27,12234.0,0.0
28,13833.0,0.0
29,14234.0,0.0
30,14945.0,0.0
31,14976.0,0.0
32,15075.0,0.0
33,15235.0,0.0
34,15250.0,0.0
35,15298.0,0.0
36,16243.0,0.0
37,16416.0,0.0
38,17278.0,0.0
39,17299.0,0.0
40,18355.0,0.0
41,19715.0,0.0
42,20046.0,0.0
43,20123.0,0.0
44,20251.0,0.0
45,20253.0,0.0
46,20938.0,0.0
47,21190.0,0.0
48,21201.0,0.0
49,21304.0,0.0
50,22079.0,0.0
51,22473.0,0.0
52,22841.0,0.0
53,23605.0,0.0
54,23743.0,0.0
55,24804.0,0.0
56,24830.0,0.0
57,25038.0,0.0
58,27141.0,0.0
59,27690.0,0.0
60,27723.0,0.0
61,28266.0,0.0
62,29188.0,0.0
63,29194.0,0.0
64,29684.0,0.0
65,30096.0,0.0
66,30248.0,0.0
67,30954.0,0.0
68,31718.0,0.0
69,32179.0,0.0
70,32213.0,0.0
71,32910.0,0.0
72,33017.0,0.0
73,33552.0,0.0
74,33971.0,0.0
75,35038.0,0.0
76,35354.0,0.0
77,35465.0,0.0
78,35529.0,0.0
79,36174.0,0.0
80,36535.0,0.0
81,37215.0,0.0
82,38496.0,0.0
83,39342.0,0.0
84,39388.0,0.0
85,40975.0,0.0
86,41072.0,0.0
87,41285.0,0.0
88,41945.0,0.0
89,42247.0,0.0
90,42461.0,0.0
91,42499.0,0.0
92,42585.0,0.0
93,42648.0,0.0
94,43225.0,0.0
95,43433.0,0.0
96,43838.0,0.0
97,44249.0,0.0
98,44412.0,0.0
99,44848.0,0.0
