,ind,salinity
0,407.0,0.0
1,759.0,0.0
2,1127.0,0.0
3,2157.0,0.0
4,2999.0,0.0
5,4062.0,0.0
6,4162.0,0.0
7,4587.0,0.0
8,5114.0,0.0
9,5796.0,0.0
10,5833.0,0.0
11,6121.0,0.0
12,6844.0,0.0
13,7086.0,0.0
14,8137.0,0.0
15,9127.0,0.0
16,9541.0,0.0
17,9727.0,0.0
18,9894.0,0.0
19,10474.0,0.0
20,10522.0,0.0
21,11707.0,0.0
22,12261.0,0.0
23,12816.0,0.0
24,13161.0,0.0
25,14408.0,0.0
26,15153.0,0.0
27,15481.0,0.0
28,15806.0,0.0
29,16661.0,0.0
30,17319.0,0.0
31,17942.0,0.0
32,19706.0,0.0
33,23201.0,0.0
34,23581.0,0.0
35,23931.0,0.0
36,24058.0,0.0
37,24339.0,0.0
38,24547.0,0.0
39,24751.0,0.0
40,25012.0,0.0
41,25366.0,0.0
42,25401.0,0.0
43,25541.0,0.0
44,25656.0,0.0
45,25967.0,0.0
46,26099.0,0.0
47,27228.0,0.0
48,27356.0,0.0
49,28043.0,0.0
50,29208.0,0.0
51,30388.0,0.0
52,30668.0,0.0
53,31236.0,0.0
54,31461.0,0.0
55,31907.0,0.0
56,33762.0,0.0
57,34579.0,0.0
58,35372.0,0.0
59,35512.0,0.0
60,35692.0,0.0
61,36061.0,0.0
62,36379.0,0.0
63,36692.0,0.0
64,36774.0,0.0
65,36942.0,0.0
66,36987.0,0.0
67,37098.0,0.0
68,37421.0,0.0
69,38213.0,0.0
70,39868.0,0.0
71,40356.0,0.0
72,40719.0,0.0
73,41156.0,0.0
74,41819.0,0.0
75,41873.0,0.0
76,42009.0,0.0
77,42966.0,0.0
78,43456.0,0.0
