,ind,salinity
0,188.0,0.0
1,624.0,0.0
2,1207.0,0.0
3,1744.0,0.0
4,1852.0,0.0
5,1892.0,0.0
6,2227.0,0.0
7,2612.0,0.0
8,3104.0,0.0
9,3372.0,0.0
10,3461.0,0.0
11,3567.0,0.0
12,4049.0,0.0
13,4114.0,0.0
14,4267.0,0.0
15,4437.0,0.0
16,4472.0,0.0
17,4648.0,0.0
18,4868.0,0.0
19,5234.0,0.0
20,6181.0,0.0
21,6788.0,0.0
22,7688.0,0.0
23,7733.0,0.0
24,8566.0,0.0
25,8756.0,0.0
26,8999.0,0.0
27,9392.0,0.0
28,10782.0,0.0
29,11003.0,0.0
30,11038.0,0.0
31,12887.0,0.0
32,13717.0,0.0
33,15403.0,0.0
34,16002.0,0.0
35,17096.0,0.0
36,17924.0,0.0
37,18236.0,0.0
38,18604.0,0.0
39,18786.0,0.0
40,19196.0,0.0
41,20721.0,0.0
42,20799.0,0.0
43,22907.0,0.0
44,23049.0,0.0
45,23439.0,0.0
46,23732.0,0.0
47,24663.0,0.0
48,25013.0,0.0
49,25292.0,0.0
50,26996.0,0.0
51,27597.0,0.0
52,27708.0,0.0
53,28404.0,0.0
54,30158.0,0.0
55,30347.0,0.0
56,30414.0,0.0
57,30419.0,0.0
58,31692.0,0.0
59,32908.0,0.0
60,33024.0,0.0
61,34229.0,0.0
62,35873.0,0.0
63,35924.0,0.0
64,37536.0,0.0
65,39142.0,0.0
66,39514.0,0.0
67,39577.0,0.0
68,39581.0,0.0
69,40231.0,0.0
70,40691.0,0.0
71,41142.0,0.0
72,41377.0,0.0
73,41746.0,0.0
74,42081.0,0.0
75,42113.0,0.0
76,42889.0,0.0
77,43229.0,0.0
78,43338.0,0.0
79,43547.0,0.0
80,43918.0,0.0
