,ind,salinity
0,262.0,0.0
1,426.0,0.0
2,1246.0,0.0
3,1618.0,0.0
4,2250.0,0.0
5,2638.0,0.0
6,2775.0,0.0
7,2795.0,0.0
8,3554.0,0.0
9,3641.0,0.0
10,4055.0,0.0
11,4401.0,0.0
12,4565.0,0.0
13,5294.0,0.0
14,5439.0,0.0
15,5556.0,0.0
16,5660.0,0.0
17,5984.0,0.0
18,6276.0,0.0
19,6883.0,0.0
20,8078.0,0.0
21,9087.0,0.0
22,9127.0,0.0
23,9298.0,0.0
24,9580.0,0.0
25,10615.0,0.0
26,12775.0,0.0
27,12916.0,0.0
28,13951.0,0.0
29,14152.0,0.0
30,14359.0,0.0
31,14708.0,0.0
32,14766.0,0.0
33,14910.0,0.0
34,16815.0,0.0
35,17011.0,0.0
36,17091.0,0.0
37,17642.0,0.0
38,17917.0,0.0
39,17923.0,0.0
40,18312.0,0.0
41,18786.0,0.0
42,20172.0,0.0
43,20569.0,0.0
44,20612.0,0.0
45,21623.0,0.0
46,21821.0,0.0
47,22735.0,0.0
48,22899.0,0.0
49,23175.0,0.0
50,23993.0,0.0
51,24134.0,0.0
52,24585.0,0.0
53,26403.0,0.0
54,26539.0,0.0
55,26889.0,0.0
56,27285.0,0.0
57,27726.0,0.0
58,28060.0,0.0
59,28470.0,0.0
60,29564.0,0.0
61,29767.0,0.0
62,29784.0,0.0
63,29806.0,0.0
64,29881.0,0.0
65,30814.0,0.0
66,30830.0,0.0
67,31626.0,0.0
68,32126.0,0.0
69,32676.0,0.0
70,34000.0,0.0
71,35790.0,0.0
72,35915.0,0.0
73,35963.0,0.0
74,36274.0,0.0
75,36527.0,0.0
76,37536.0,0.0
77,37663.0,0.0
78,37715.0,0.0
79,37794.0,0.0
80,38222.0,0.0
81,38720.0,0.0
82,38795.0,0.0
83,38934.0,0.0
84,39382.0,0.0
85,39441.0,0.0
86,39562.0,0.0
87,39974.0,0.0
88,40764.0,0.0
89,41320.0,0.0
90,41711.0,0.0
91,41772.0,0.0
92,42920.0,0.0
93,43009.0,0.0
94,43040.0,0.0
95,43234.0,0.0
96,43459.0,0.0
97,43585.0,0.0
98,44676.0,0.0
99,44677.0,0.0
