,x,y,z,salinity
0,6339.181490384184,9660.359135879142,0.0,23.539573837778168
1,6339.443138785697,9659.653747838833,0.0,23.539573837778168
2,6339.704787187208,9658.948359798522,0.0,23.539573837778168
3,6339.966435588721,9658.242971758213,0.0,23.539573837778168
4,6340.228083990233,9657.537583717904,0.0,23.539573837778168
5,6340.489732391746,9656.832195677593,0.0,23.539573837778168
6,6340.751380793257,9656.126807637283,0.0,23.539573837778168
7,6341.01302919477,9655.421419596974,0.0,23.539573837778168
8,6341.274677596282,9654.716031556663,0.0,23.539573837778168
9,6341.536325997795,9654.010643516354,0.0,23.539573837778168
10,6341.797974399306,9653.305255476043,0.0,23.539573837778168
11,6342.059622800819,9652.599867435734,0.0,23.539573837778168
12,6342.321271202331,9651.894479395425,0.0,23.539573837778168
13,6342.582919603844,9651.189091355114,0.0,23.539573837778168
14,6342.8445680053555,9650.483703314805,0.0,23.539573837778168
15,6343.106216406868,9649.778315274496,0.0,23.539573837778168
16,6343.367864808381,9649.072927234185,0.0,23.539573837778168
17,6343.629513209892,9648.367539193876,0.0,23.539573837778168
18,6343.891161611405,9647.662151153567,0.0,23.539573837778168
19,6344.152810012917,9646.956763113256,0.0,23.539573837778168
20,6344.41445841443,9646.251375072947,0.0,23.539573837778168
21,6344.676106815941,9645.545987032638,0.0,23.539573837778168
22,6344.937755217454,9644.840598992327,0.0,23.539573837778168
23,6345.199403618966,9644.135210952018,0.0,23.539573837778168
24,6345.461052020479,9643.429822911707,0.0,23.539573837778168
25,6345.72270042199,9642.724434871398,0.0,23.539573837778168
26,6345.984348823503,9642.019046831088,0.0,23.539573837778168
27,6346.245997225015,9641.313658790777,0.0,23.539573837778168
28,6346.507645626528,9640.608270750468,0.0,23.539573837778168
29,6346.769294028039,9639.90288271016,0.0,23.539573837778168
30,6347.030942429552,9639.197494669848,0.0,23.539573837778168
31,6347.292590831064,9638.49210662954,0.0,23.539573837778168
32,6347.554239232576,9637.78671858923,0.0,23.539573837778168
33,6347.8158876340885,9637.08133054892,0.0,23.539573837778168
34,6348.077536035601,9636.37594250861,0.0,23.539573837778168
35,6348.3391844371135,9635.6705544683,0.0,23.539573837778168
36,6348.600832838625,9634.96516642799,0.0,23.539573837778168
37,6348.862481240138,9634.25977838768,0.0,23.539573837778168
38,6349.12412964165,9633.554390347372,0.0,23.539573837778168
39,6349.385778043163,9632.84900230706,0.0,23.539573837778168
40,6349.647426444674,9632.143614266752,0.0,23.539573837778168
41,6349.909074846187,9631.43822622644,0.0,23.539573837778168
42,6350.170723247699,9630.732838186132,0.0,23.539573837778168
43,6350.432371649212,9630.027450145823,0.0,23.539573837778168
44,6350.694020050723,9629.322062105512,0.0,23.539573837778168
45,6350.955668452236,9628.616674065202,0.0,23.539573837778168
46,6351.217316853748,9627.911286024893,0.0,23.539573837778168
47,6351.47896525526,9627.205897984582,0.0,23.539573837778168
48,6351.740613656772,9626.500509944273,0.0,23.539573837778168
49,6352.002262058285,9625.795121903964,0.0,23.539573837778168
50,6352.263910459797,9625.089733863653,0.0,23.539573837778168
51,6352.525558861309,9624.384345823344,0.0,23.539573837778168
52,6352.7872072628215,9623.678957783035,0.0,23.539573837778168
53,6353.048855664334,9622.973569742724,0.0,23.539573837778168
