,x,y,z,salinity
0,6627.380101659772,255.671131431251,-1.4007599689660544,0.0
1,5301.212357294283,2850.5104006193587,-4.0788152004131115,0.0
2,1183.5232944102297,2594.55112719343,-7.357738847360895,0.0
3,7114.934318513289,1422.0515530204636,-2.1494467130385555,0.0
4,6557.686576275529,2978.9130099093622,-3.825494370658265,0.0
5,1464.6559747878202,4604.010627694617,-2.7280228491093568,0.0
6,7951.957380837757,3692.3955185860605,-4.363842904339505,0.0
7,1602.563700096272,2333.958704569842,-3.5391467739486653,0.0
8,627.7208852954499,3566.290021943136,-3.538608649126393,0.0
9,3907.413068545141,4667.237347265975,-3.6065705488717525,0.0
